username,user_metrics,location,text,created_at,id,lang,metrics,republican,clean_text,sentiment,,,,
Frank5928,"{'followers_count': 55, 'following_count': 97, 'tweet_count': 20827, 'listed_count': 2}",Florida,@jimbretzke My guess is you voted for Tim Ryan and all the baggage he carried. And let’s not forget that he is a pro abortion democrat. Go figure,2023-02-04 16:52:16+00:00,4513,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  my guess be you vote for tim ryan and all the baggage he carry and lets not forget that he be a pro abortion democrat go figure ,['negative'],,,,
TheSpor51051250,"{'followers_count': 61, 'following_count': 553, 'tweet_count': 2975, 'listed_count': 0}",Oregon,@TrumkaCPSC Gas to electric &amp; the democrats want to spend our money to get into people’s kitchens. The democrats said paying people to use a certain stove does not add to the deficit? Biden didn’t take money from China either?,2023-02-04 16:52:16+00:00,27296,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",FALSE,  gas to electric amp the democrats want to spend our money to get into people kitchen the democrats say pay people to use a certain stove do not add to the deficit biden do not take money from china either ,['negative'],,,,
BlazkowiczCj,"{'followers_count': 144, 'following_count': 75, 'tweet_count': 15871, 'listed_count': 1}",Arizona,"@Travis_in_Flint @bobclendenin History: Republicans used to be the progressive party
Science: Things get really complicated when the human brain is involved
Rainbows: Refracted white light that shows that we're all essentially one, regardless of whether it's choice or not
Pronouns: You only used one, ""your""",2023-02-04 17:19:35+00:00,38208,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   history republicans use to be the progressive partyscience thing get really complicated when the human brain be involvedrainbow refract white light that show that we be all essentially one regardless of whether it choice or notpronoun you only use one your ,['positive'],,,,
Shinealight2022,"{'followers_count': 27, 'following_count': 180, 'tweet_count': 1466, 'listed_count': 0}",,"@JM52123291 @KariLakeWarRoom @NoMailingVotes Lady, you are in la la land MD. You are not in AZ. Our state flies the FJB flag nearly everywhere. It is truly disingenuous to think this fraud, Katie Hobbs, won. The establishment Republicans put their power and hatred first instead of our state. This how that fraud “won”.",2023-02-04 17:19:35+00:00,92608,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,    lady you be in la la land md you be not in az our state fly the fjb flag nearly everywhere it be truly disingenuous to think this fraud katie hobbs win the establishment republicans put their power and hatred first instead of our state this how that fraud win ,['negative'],,,,
peggy55408,"{'followers_count': 177, 'following_count': 403, 'tweet_count': 1304, 'listed_count': 3}",Minnesota,@natepentz Strib publishes inane comments for Republicans to use as future talking points.,2023-02-04 17:19:33+00:00,54272,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  strib publish inane comment for republican to use as future talking point ,['negative'],,,,
LBenainous,"{'followers_count': 37, 'following_count': 227, 'tweet_count': 48, 'listed_count': 1}",California,"I'm not sure why it is so hard for reporters to just tell us what politicians say and do, instead of telling us what they think and believe. https://t.co/XTC954gUtz",2023-02-04 17:19:33+00:00,48576,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,I be not sure why it be so hard for reporter to just tell we what politician say and do instead of tell we what they think and believe ,['positive'],,,,
iwuzabigdawg1,"{'followers_count': 3, 'following_count': 11, 'tweet_count': 1503, 'listed_count': 0}",,@SenateGOP No it's Republicans economy. They want everyone owing the elite. Republicans believe in 2 classes.. the haves and have nots,2023-02-04 17:19:31+00:00,80642,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  no it republican economy they want everyone owe the elite republican believe in   class the have and have not ,['negative'],,,,
congosdad,"{'followers_count': 716, 'following_count': 2724, 'tweet_count': 37821, 'listed_count': 19}",US,"@TomFitton Meanwhile, https://t.co/GCt0KUvmRY @HouseGOP @SenateGOP serve China. https://t.co/S05ceiHRSo &amp;  https://t.co/yVlZofhfFD &amp; https://t.co/eoqumXoUvK Fealty https://t.co/EmHSqe13J3 @FoxNewsSunday @FoxNews @ShannonBream @HouseForeignGOP @OversightDems @HouseForeign @All100Senators",2023-02-04 17:19:31+00:00,80192,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  meanwhile     serve china   amp    amp   fealty         ,['negative'],,,,
JordanC573,"{'followers_count': 81, 'following_count': 232, 'tweet_count': 1920, 'listed_count': 0}",Missouri,More people calling out this jobs creation BS than I expected. People are waking up to the complete lies coming out of Washington DC. Except republicans helped shut down the economy. We have a DC uni-party. https://t.co/ZbmKpSgjd0,2023-02-04 17:19:28+00:00,36386,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,more people call out this job creation bs than I expect people be wake up to the complete lie come out of washington dc except republican helped shut down the economy we have a dc uniparty ,['positive'],,,,
ChiShadow90,"{'followers_count': 78, 'following_count': 108, 'tweet_count': 14021, 'listed_count': 0}",,@Esqueer_ To be fair all these red states passing these worthless bills is just to get these communities out of the state. Cause Republicans will keep losing elections and they have nothing to offer their voters.,2023-02-04 17:19:28+00:00,27104,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  to be fair all these red state pass these worthless bill be just to get these community out of the state cause republicans will keep lose election and they have nothing to offer their voter ,['negative'],,,,
michaelsjay43,"{'followers_count': 30, 'following_count': 135, 'tweet_count': 444, 'listed_count': 0}",,@cinnamonpatriot @ben_kew Too many corrupt Republicans. We need Constitutional Conservatives.,2023-02-04 17:19:28+00:00,54986,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   too many corrupt republican we need constitutional conservative ,['negative'],,,,
OffThePress1,"{'followers_count': 1774, 'following_count': 843, 'tweet_count': 20181, 'listed_count': 19}",District of Columbia,"Trump Says He’d Sic FBI On ‘Chinese Spies,’ Not Republicans
https://t.co/AKHuGfWJCT https://t.co/MVthH7exys",2023-02-04 17:19:26+00:00,67398,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,trump say he d sic fbi on chinese spy not republicans ,['negative'],,,,
Goosehonkings,"{'followers_count': 310, 'following_count': 750, 'tweet_count': 19172, 'listed_count': 1}",Washington,"@SenateGOP Thank you, President Biden, for making it obvious Republican policies favor the corporations owned by their donor class, and how American wallets are empty and credit cards maxed because of it.",2023-02-04 17:19:24+00:00,58816,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  thank you president biden for make it obvious republican policy favor the corporation own by their donor class and how american wallet be empty and credit card maxe because of it ,['positive'],,,,
protomonk,"{'followers_count': 114, 'following_count': 573, 'tweet_count': 1414, 'listed_count': 0}",Washington,@SterlingW79 @TimRyanFan The new district maps pretty much sealed the deal on that one. Republicans have to overcome a few D+6 districts to get a chance at a majority in the future.,2023-02-04 17:19:24+00:00,47779,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   the new district map pretty much seal the deal on that one republicans have to overcome a few d district to get a chance at a majority in the future ,['positive'],,,,
KarlaWr04914106,"{'followers_count': 16, 'following_count': 62, 'tweet_count': 111, 'listed_count': 1}",Mississippi,Why haven’t the Republicans mentioned councilwoman Eunice Dwumfour who was shot down in front of her home. No one has mentioned her she was a mother. She was a council woman she thought for the Republicans she was an advocate. Somethings wrong with this picture.,2023-02-04 17:19:23+00:00,78155,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,why have not the republicans mention councilwoman eunice dwumfour who be shoot down in front of her home no one have mention she she be a mother she be a council woman she think for the republicans she be an advocate something wrong with this picture ,['negative'],,,,
LaVarArrington1,"{'followers_count': 239, 'following_count': 166, 'tweet_count': 12083, 'listed_count': 4}",,"@MAJTOURE It's funny in a sad way how the vocal Republicans on this site deride the Dems for their obvious racial tricks, but push comes to shove the masks come off and they're all pretty much the same.

Not really a surprise, just disappointing to see it so frequently.",2023-02-04 17:19:22+00:00,29184,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  it funny in a sad way how the vocal republicans on this site deride the dem for their obvious racial trick but push come to shove the mask come off and they be all pretty much the samenot really a surprise just disappointing to see it so frequently ,['negative'],,,,
vicky_ridgely,"{'followers_count': 458, 'following_count': 1607, 'tweet_count': 20879, 'listed_count': 0}",,"@FrankMikeDavis1 THEY SAY THEY WANT LIMIT
GOV. UNTIL THEY GET IN THEN THEY IN &amp; THEN IT IS A FREE FOR ALL &amp; EXPAND GOV. CANT TRUST A REPUBLICAN FOR ANYTHING",2023-02-04 17:19:22+00:00,11011,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  they say they want limitgov until they get in then they in amp then it be a free for all amp expand gov can not trust a republican for anything ,['positive'],,,,
Steve98955997,"{'followers_count': 24, 'following_count': 79, 'tweet_count': 1319, 'listed_count': 1}",,"@FoxNews No matter what happens with this balloon, Biden will say it’s a maga Republican!!!",2023-02-04 17:19:21+00:00,17858,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  no matter what happen with this balloon biden will say its a maga republican ,['negative'],,,,
tpvwoah,"{'followers_count': 182, 'following_count': 292, 'tweet_count': 15687, 'listed_count': 3}",,@ACTBrigitte Do republicans do anything but complain?,2023-02-04 17:19:19+00:00,55650,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  do republicans do anything but complain ,['negative'],,,,
jammyhill031,"{'followers_count': 23, 'following_count': 255, 'tweet_count': 4070, 'listed_count': 5}",,"@RhysAhrenstein @KellDA They are as valid as prior line kel or Jojo who post things like ""trump is having a bad day"" or ""Republicans are doing fascist things again"".

They're just as bad as people like jimmy kimmel to makes a ""joke"" and gets claplause from the echochamber",2023-02-04 17:19:19+00:00,47524,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   they be as valid as prior line kel or jojo who post thing like trump be have a bad day or republicans be do fascist thing againthey be just as bad as people like jimmy kimmel to make a joke and get claplause from the echochamber ,['negative'],,,,
HokeKeller,"{'followers_count': 171, 'following_count': 49, 'tweet_count': 47729, 'listed_count': 14}",North Carolina,"@ProudElephantUS Wait,  Republicans hate that.",2023-02-04 17:19:18+00:00,36642,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  wait   republicans hate that ,['negative'],,,,
1PublicObserver,"{'followers_count': 3, 'following_count': 175, 'tweet_count': 165, 'listed_count': 0}",California,"@SenateGOP Republicans refuse to testify under oath.
Republican's America.",2023-02-04 17:19:18+00:00,11008,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  republican refuse to testify under oathrepublican america ,['negative'],,,,
Never_Fascism,"{'followers_count': 367, 'following_count': 320, 'tweet_count': 77204, 'listed_count': 4}",,"@SpeakerMcCarthy #BlackHistoryMonth
REPUBLICAN CHIP ROY!

""Rep. Chip Roy calls Texas lynching an example of justice, then doubles down: 'I meant it'""

Not a single member of the GOP denounced this.
https://t.co/DV7MtpGWWS",2023-02-04 17:19:17+00:00,65728,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  republican chip royrep chip roy call texas lynch an example of justice then double down I mean itnot a single member of the gop denounce this ,['positive'],,,,
gordon_alive,"{'followers_count': 1420, 'following_count': 2153, 'tweet_count': 38648, 'listed_count': 8}",New York,"@OkieMAGA45 @Ulfheron @AtlRey They have the worst policies on criminals with illegal guns and crime and law enforcement in general, but consistently blame Republicans for allowing guns to be sold and owned legally. The proof is in the pudding. I’m all for confiscating guns. Confiscate them from the criminals.",2023-02-04 17:19:17+00:00,61856,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,    they have the bad policy on criminal with illegal gun and crime and law enforcement in general but consistently blame republican for allow gun to be sell and own legally the proof be in the pudding I m all for confiscate gun confiscate they from the criminal ,['negative'],,,,
